"Clouds of Witness","Sayers, Dorothy L."
"Lord Peter Views the Body","Sayers, Dorothy L."
"Five Red Herrings","Sayers, Dorothy L."
"Whose Body","Sayers, Dorothy L."
"Unpleasantness at the Bellona Club, The","Sayers, Dorothy L."
"Have His Carcase","Sayers, Dorothy L."
"Busman's Honeymoon","Sayers, Dorothy L."
"Hangman's Holiday","Sayers, Dorothy L."
"Murder Must Advertise","Sayers, Dorothy L."
"Strong Poison","Sayers, Dorothy L."
"Unnatural Death","Sayers, Dorothy L."
"Nine Tailors, The","Sayers, Dorothy L."
"Sapphire Rose, The","Eddings, David"
"Shining Ones, The","Eddings, David"
"Seeress Of Kell","Eddings, David"
"Castle of Wizardry","Eddings, David"
"Magician's Gambit","Eddings, David"
"Diamond Throne, The","Eddings, David"
"King Of The Murgos","Eddings, David"
"Hidden City, The","Eddings, David"
"Elder Gods, The","Eddings, David & Eddings, Leigh"
"Polgara the Sorceress","Eddings, David & Eddings, Leigh"
"Treasured One, The","Eddings, David & Eddings, Leigh"
"Ruby Knight, The","Eddings, David"
"Demon Lord Of Karanda","Eddings, David"
"Guardians Of The West","Eddings, David"
"Enchanter's End Game","Eddings, David"
"Domes of Fire","Eddings, David"
"Belgarath the Sorcerer","Eddings, David & Eddings, Leigh"
"Queen of Sorcery","Eddings, David"
"Pawn of Prophecy","Eddings, David"
"Sorceress Of Darshiva","Eddings, David"
"Crystal Gorge","Eddings, David & Eddings, Leigh"
"Tarzan (Volume 4)","Burroughs, Edgar Rice"
"Tarzan (Volume 5)","Burroughs, Edgar Rice"
"Tarzan (Volume 1)","Burroughs, Edgar Rice"
"Tarzan (Volume 2)","Burroughs, Edgar Rice"
"Tarzan (Volume 3)","Burroughs, Edgar Rice"
"Venus Omnibus","Burroughs, Edgar Rice"
"Barsoom Omnibus","Burroughs, Edgar Rice"
"White Jazz","Ellroy, James"
"Black Dahlia, The","Ellroy, James"
"Big Nowhere, The","Ellroy, James"
"Hollywood Nocturnes","Ellroy, James"
"Crime Wave","Ellroy, James"
"L.A. Confidential","Ellroy, James"
"Brown's Requiem","Ellroy, James"
"Clandestine","Ellroy, James"
"Midnight Tides","Erikson, Steven"
"Dust of Dreams","Erikson, Steven"
"Toll The Hounds","Erikson, Steven"
"Memories of Ice","Erikson, Steven"
"Deadhouse Gates","Erikson, Steven"
"Reaper's Gale","Erikson, Steven"
"Crippled God, The","Erikson, Steven"
"Bonehunters, The","Erikson, Steven"
"House Of Chains","Erikson, Steven"
"Gardens of the Moon","Erikson, Steven"
"Winter Warriors","Gemmell, David"
"Last Guardian","Gemmell, David"
"Knights of Dark Renown","Gemmell, David"
"Dark Prince","Gemmell, David"
"Lord of the Silver Bow","Gemmell, David"
"Fall of Kings","Gemmell, David"
"Hawk Eternal, The","Gemmell, David"
"Hero In The Shadows","Gemmell, David"
"Legend of the Deathwalker, The","Gemmell, David"
"Swords of Night and Day, The","Gemmell, David"
"Last Sword of Power","Gemmell, David"
"Echoes of the Great Song","Gemmell, David"
"In the Realm of the Wolf","Gemmell, David"
"Lion of Macedon","Gemmell, David"
"Wolf in Shadow","Gemmell, David"
"Sword In the Storm","Gemmell, David"
"Morningstar","Gemmell, David"
"Midnight Falcon","Gemmell, David"
"Shield of Thunder","Gemmell, David"
"Dark Moon","Gemmell, David"
"Waylander","Gemmell, David"
"Stormrider","Gemmell, David"
"Quest for Lost Heroes","Gemmell, David"
"Ravenheart","Gemmell, David"
"First Chronicles of Druss the Legend, The","Gemmell, David"
"Ironhand's Daughter","Gemmell, David"
"Ghost King","Gemmell, David"
"Bloodstone","Gemmell, David"
"King Beyond the Gates, The","Gemmell, David"
"Legend","Gemmell, David"
"White Wolf","Gemmell, David"
"Count Zero","Gibson, William"
"Mona Lisa overdrive","Gibson, William"
"Neuromancer","Gibson, William"
"D is for Deadbeat","Grafton, Sue"
"N Is for Noose","Grafton, Sue"
"L Is for Lawless","Grafton, Sue"
"T Is for Trespass","Grafton, Sue"
"V Is for Vengeance","Grafton, Sue"
"C Is for Corpse","Grafton, Sue"
"I Is for Innocent","Grafton, Sue"
"O Is for Outlaw","Grafton, Sue"
"E is for Evidence","Grafton, Sue"
"R Is for Ricochet","Grafton, Sue"
"K Is for Killer","Grafton, Sue"
"F is for Fugitive","Grafton, Sue"
"U is for Undertow","Grafton, Sue"
"M Is for Malice","Grafton, Sue"
"Is for Alibi, A","Grafton, Sue"
"J Is for Judgment","Grafton, Sue"
"P Is for Peril","Grafton, Sue"
"G is for Gumshoe","Grafton, Sue"
"S Is for Silence","Grafton, Sue"
"B Is for Burglar","Grafton, Sue"
"Q Is for Quarry","Grafton, Sue"
"H Is for Homicide","Grafton, Sue"
"Jerusalem Inn","Grimes, Martha"
"Deer Leap, The","Grimes, Martha"
"Anodyne Necklace, The","Grimes, Martha"
"Black Cat, The","Grimes, Martha"
"Vertigo 42","Grimes, Martha"
"Case Has Altered, The","Grimes, Martha"
"Dust","Grimes, Martha"
"Old Contemptibles, The","Grimes, Martha"
"Five Bells and Bladebone, The","Grimes, Martha"
"I Am the Only Running Footman","Grimes, Martha"
"Stargazey, The","Grimes, Martha"
"Blue Last, The","Grimes, Martha"
"Lamorna Wink, The","Grimes, Martha"
"Help the Poor Struggler","Grimes, Martha"
"Horse You Came in On, The","Grimes, Martha"
"Man with a Load of Mischief, The","Grimes, Martha"
"Old Fox Deceived, The","Grimes, Martha"
"Old Silent, The","Grimes, Martha"
"Rainbow's End","Grimes, Martha"
"Dirty Duck, The","Grimes, Martha"
"Grave Maurice, The","Grimes, Martha"
"Haggard Anthology Vol 10","Haggard, H. Rider"
"Haggard Anthology Vol 11","Haggard, H. Rider"
"Haggard Anthology Vol 12","Haggard, H. Rider"
"Haggard Anthology Vol 13","Haggard, H. Rider"
"Haggard Anthology Vol 14","Haggard, H. Rider"
"Haggard Anthology Vol 15","Haggard, H. Rider"
"Haggard Anthology Vol 16","Haggard, H. Rider"
"Haggard Anthology Vol 8","Haggard, H. Rider"
"Haggard Anthology Vol 9","Haggard, H. Rider"
"Haggard Anthology Vol 2","Haggard, H. Rider"
"Haggard Anthology Vol 3","Haggard, H. Rider"
"Haggard Anthology Vol 1","Haggard, H. Rider"
"Haggard Anthology Vol 6","Haggard, H. Rider"
"Haggard Anthology Vol 7","Haggard, H. Rider"
"Haggard Anthology Vol 4","Haggard, H. Rider"
"Haggard Anthology Vol 5","Haggard, H. Rider"
"9th Directive","Hall, Adam"
"Pekin Target, The","Hall, Adam"
"Tango Briefing, The","Hall, Adam"
"Quiller's Run","Hall, Adam"
"Quiller Bamboo","Hall, Adam"
"Scorpion Signal, The","Hall, Adam"
"Quiller Barracuda","Hall, Adam"
"Striker Portfolio, The","Hall, Adam"
"Quiller Balalaika","Hall, Adam"
"Warsaw Document, The","Hall, Adam"
"Mandarin Cypher, The","Hall, Adam"
"Kobra Manifesto, The","Hall, Adam"
"Quiller Memorandum, The","Hall, Adam"
"Sinkiang Executive, The","Hall, Adam"
"Quiller Meridian","Hall, Adam"
"Quiller KGB","Hall, Adam"
"Last Rites","Hall, Adam"
"Quiller Salamander","Hall, Adam"
"Stainless Steel Rat Sings Blues, The","Harrison, Harry"
"Stainless Steel Rat Goes to Hell, The","Harrison, Harry"
"Stainless Steel Rat's Revenge, The","Harrison, Harry"
"Stainless Steel Rat Is Born, The","Harrison, Harry"
"Stainless Steel Rat Wants You, The","Harrison, Harry"
"Stainless Steel Rat Joins The Circus, The","Harrison, Harry"
"Stainless Steel Rat Gets Drafted, The","Harrison, Harry"
"stainless steel rat for president, The","Harrison, Harry"
"stainless steel rat saves the world, The","Harrison, Harry"
"Pinch of Snuff, A","Hill, Reginald"
"Killing Kindness, A","Hill, Reginald"
"Wood Beyond, The","Hill, Reginald"
"Death's Jest-Book","Hill, Reginald"
"Child's Play","Hill, Reginald"
"Roar of the Butterflies, The","Hill, Reginald"
"Price of Butcher's Meat, The","Hill, Reginald"
"Midnight Fugue","Hill, Reginald"
"Good Morning, Midnight","Hill, Reginald"
"April Shroud, An","Hill, Reginald"
"Woodcutter, The","Hill, Reginald"
"Collaborators, The","Hill, Reginald"
"Asking For The Moon","Hill, Reginald"
"Deadheads","Hill, Reginald"
"Killing the Lawyers","Hill, Reginald"
"Clubbable Woman, A","Hill, Reginald"
"On Beulah Height","Hill, Reginald"
"Ruling Passion","Hill, Reginald"
"Bones and Silence","Hill, Reginald"
"Death of Dalziel, The","Hill, Reginald"
"Exit Lines","Hill, Reginald"
"Arms and the Women","Hill, Reginald"
"Stranger House, The","Hill, Reginald"
"Dialogues of the Dead","Hill, Reginald"
"Recalled to Life","Hill, Reginald"
"UnderWorld","Hill, Reginald"
"Pictures of Perfection","Hill, Reginald"
"Advancement of Learning, An","Hill, Reginald"
"March Hare Network, The","Chalker, Jack L."
"Masks of the Martyrs","Chalker, Jack L."
"Shadow of the Well of Souls","Chalker, Jack L."
"Twilight at the Well of Souls","Chalker, Jack L."
"Moreau Factor, The","Chalker, Jack L."
"Labyrinth of Dreams","Chalker, Jack L."
"Web Of The Chosen","Chalker, Jack L."
"Identity Matrix","Chalker, Jack L."
"Return of Nathan Brazil, The","Chalker, Jack L."
"Melchior's Fire","Chalker, Jack L."
"Medusa: A Tiger By The Tail","Chalker, Jack L."
"Run to Chaos Keep, The","Chalker, Jack L."
"River of the Dancing Gods, The","Chalker, Jack L."
"Balshazzar’s Serpent","Chalker, Jack L."
"Songs of the Dancing Gods","Chalker, Jack L."
"Ghost of the Well of Souls","Chalker, Jack L."
"Masters of Flux and Anchor","Chalker, Jack L."
"When the Changewinds Blow","Chalker, Jack L."
"Birth of Flux and Anchor","Chalker, Jack L."
"Quest for the Well of Souls","Chalker, Jack L."
"Dance Band On The Titanic","Chalker, Jack L."
"Demons At Rainbow Bridge, The","Chalker, Jack L."
"Lilith: A Snake in the Grass","Chalker, Jack L."
"Hotel Andromeda Anthology","Chalker, Jack L."
"War Of Shadows, A","Chalker, Jack L."
"Cerebus: A Wolf In The Fold","Chalker, Jack L."
"Echoes of the Well of Souls","Chalker, Jack L."
"Sea is Full of Stars, The","Chalker, Jack L."
"War of the Maelstrom","Chalker, Jack L."
"Warriors of the Storm","Chalker, Jack L."
"Pirates of the Thunder","Chalker, Jack L."
"Kaspars Box","Chalker, Jack L."
"Spirits of Flux and Anchor","Chalker, Jack L."
"Shadow Dancers, The","Chalker, Jack L."
"Priam's Lens","Chalker, Jack L."
"Vengeance of the Dancing Gods","Chalker, Jack L."
"Demons of the Dancing Gods","Chalker, Jack L."
"And The Devil Will Drag You Under","Chalker, Jack L."
"Downtiming The Night Side","Chalker, Jack L."
"Messiah Choice, The","Chalker, Jack L."
"Maze in the Mirror, The","Chalker, Jack L."
"Riders of the Winds","Chalker, Jack L."
"Gods at the Well of Souls","Chalker, Jack L."
"Lords Of The Middle Dark","Chalker, Jack L."
"Ninety Trillion Fausts","Chalker, Jack L."
"Hot-Wired Dodo, The","Chalker, Jack L."
"Dancers in the Afterglow","Chalker, Jack L."
"Children of Flux and Anchor","Chalker, Jack L."
"Cybernetic Walrus, The","Chalker, Jack L."
"Exiles at the Well of Souls","Chalker, Jack L."
"Red Tape War, The","Chalker, Jack L."
"Charon: A Dragon at the Gate","Chalker, Jack L."
"Midnight At the Well of Souls","Chalker, Jack L."
"Jungle of Stars, A","Chalker, Jack L."
"Empires of Flux and Anchor","Chalker, Jack L."
"Horrors of the Dancing Gods","Chalker, Jack L."
"Ruddy Gore","Greenwood, Kerry"
"Death at Victoria Dock","Greenwood, Kerry"
"question of death: an illustrated Phryne Fisher treasury, A","Greenwood, Kerry"
"Blood and Circuses","Greenwood, Kerry"
"Raisins and Almonds","Greenwood, Kerry"
"Earthly Delights","Greenwood, Kerry"
"Away with the fairies","Greenwood, Kerry"
"Death by Water","Greenwood, Kerry"
"Murder on a Midsummer Night","Greenwood, Kerry"
"Green Mill Murder, The","Greenwood, Kerry"
"Flying Too High","Greenwood, Kerry"
"Devil's Food","Greenwood, Kerry"
"Castlemaine Murders, The","Greenwood, Kerry"
"Introducing the Honourable Phryne Fisher","Greenwood, Kerry"
"Urn Burial","Greenwood, Kerry"
"Trick or Treat","Greenwood, Kerry"
"Dead Man's Chest","Greenwood, Kerry"
"Queen of Flowers","Greenwood, Kerry"
"Death Before Wicket","Greenwood, Kerry"
"Heavenly Pleasures","Greenwood, Kerry"
"Cocaine Blues","Greenwood, Kerry"
"Murder in Montparnasse","Greenwood, Kerry"
"Buried Angels","Läckberg, Camilla"
"Stonecutter, The","Läckberg, Camilla"
"Hidden Child, The","Läckberg, Camilla"
"Preacher, The","Läckberg, Camilla"
"Ice Princess, The","Läckberg, Camilla"
"Stranger, The","Läckberg, Camilla"
"Drowning, The","Läckberg, Camilla"
"Tehanu","Guin, Ursula K. Le"
"Tombs of Atuan, The","Guin, Ursula K. Le"
"Farthest Shore, The","Guin, Ursula K. Le"
"Wizard of Earthsea, A","Guin, Ursula K. Le"
"Swords Against Wizardry","Leiber, Fritz"
"Swords of Lankhmar, The","Leiber, Fritz"
"Knight and Knave of Swords, The","Leiber, Fritz"
"Swords and Deviltry","Leiber, Fritz"
"Swords and Ice Magic","Leiber, Fritz"
"Swords in the Mist","Leiber, Fritz"
"Selected Stories by Fritz Leiber","Leiber, Fritz"
"Swords Against Death","Leiber, Fritz"
"Mummy Case, The","Peters, Elizabeth"
"Seeing a Large Cat","Peters, Elizabeth"
"Tomb of the Golden Bird","Peters, Elizabeth"
"He Shall Thunder in the Sky","Peters, Elizabeth"
"Snake, The Crocodile and The Dog, The","Peters, Elizabeth"
"Lord of the Silent","Peters, Elizabeth"
"Last Camel Died at Noon, The","Peters, Elizabeth"
"Serpent on the Crown, The","Peters, Elizabeth"
"Curse of the Pharaohs, The","Peters, Elizabeth"
"Children of the Storm","Peters, Elizabeth"
"Golden One, The","Peters, Elizabeth"
"Crocodile on the Sandbank","Peters, Elizabeth"
"Deeds of the Disturber, The","Peters, Elizabeth"
"Falcon at the Portals, The","Peters, Elizabeth"
"Guardian of the Horizon","Peters, Elizabeth"
"Ape Who Guards the Balance, The","Peters, Elizabeth"
"Hippopotamus Pool, The","Peters, Elizabeth"
"Lion in the Valley","Peters, Elizabeth"
"Potshot","Parker, Robert B"
"Rough Weather","Parker, Robert B"
"Judas Goat, The","Parker, Robert B"
"Painted Ladies","Parker, Robert B"
"Back Story","Parker, Robert B"
"Hundred Dollar Baby","Parker, Robert B"
"Chance","Parker, Robert B"
"Sixkill","Parker, Robert B"
"Early Autumn","Parker, Robert B"
"Pale Kings and Princes","Parker, Robert B"
"Savage Place, A","Parker, Robert B"
"Hugger Mugger","Parker, Robert B"
"Paper Doll","Parker, Robert B"
"Hush Money","Parker, Robert B"
"Valediction","Parker, Robert B"
"Promised Land","Parker, Robert B"
"Stardust","Parker, Robert B"
"School Days","Parker, Robert B"
"Chasing the Bear","Parker, Robert B"
"Sudden Mischief","Parker, Robert B"
"Walking Shadow","Parker, Robert B"
"Crimson Joy","Parker, Robert B"
"Cold Service","Parker, Robert B"
"Professional, The","Parker, Robert B"
"Ceremony","Parker, Robert B"
"Small Vices","Parker, Robert B"
"Looking for Rachel Wallace","Parker, Robert B"
"Double Deuce","Parker, Robert B"
"Thin Air","Parker, Robert B"
"God Save the Child","Parker, Robert B"
"Mortal Stakes","Parker, Robert B"
"Bad Business","Parker, Robert B"
"Widow’s Walk","Parker, Robert B"
"Taming a Sea Horse","Parker, Robert B"
"Godwulf Manuscript, The","Parker, Robert B"
"Playmates","Parker, Robert B"
"Catskill Eagle, A","Parker, Robert B"
"Pastime","Parker, Robert B"
"Now and Then","Parker, Robert B"
"Widening Gyre, The","Parker, Robert B"
"Mara and Dann","Lessing, Doris"
"Story of General Dann and Mara's Daughter, Griot and the Snow Dog, The","Lessing, Doris"
"Fifth Child, The","Lessing, Doris"
"Four-Gated City, The","Lessing, Doris"
"Grandmothers, The","Lessing, Doris"
"Sirian Experiments","Lessing, Doris"
"Martha Quest","Lessing, Doris"
"Memoirs of a Survivor, The","Lessing, Doris"
"Good Terrorist, The","Lessing, Doris"
"Old Woman and Her Cat, An","Lessing, Doris"
"Golden Notebook, The","Lessing, Doris"
"Ripple from the Storm, A","Lessing, Doris"
"Proper Marriage, A","Lessing, Doris"
"Making of the Representative for Planet 8, The","Lessing, Doris"
"Summer Before the Dark, The","Lessing, Doris"
"Shikasta: Re, Colonised Planet 5","Lessing, Doris"
"Briefing for a Descent into Hell","Lessing, Doris"
"Love Again","Lessing, Doris"
"Landlocked","Lessing, Doris"
"Stories","Lessing, Doris"
"Dead Water","Marsh, Ngaio"
"Death and the Dancing Footman","Marsh, Ngaio"
"Grave Mistake, A","Marsh, Ngaio"
"Color Scheme","Marsh, Ngaio"
"Singing in the Shrouds","Marsh, Ngaio"
"Black as He's Painted","Marsh, Ngaio"
"Man Lay Dead, A","Marsh, Ngaio"
"Surfeit of Lampreys","Marsh, Ngaio"
"Overture to Death","Marsh, Ngaio"
"Scales of Justice","Marsh, Ngaio"
"Death at the Bar","Marsh, Ngaio"
"Tied Up in Tinsel","Marsh, Ngaio"
"False Scent","Marsh, Ngaio"
"Died in the Wool","Marsh, Ngaio"
"Light Thickens","Marsh, Ngaio"
"Death of a Fool","Marsh, Ngaio"
"Final Curtain","Marsh, Ngaio"
"Killer Dolphin","Marsh, Ngaio"
"Last Ditch","Marsh, Ngaio"
"Hand in Glove","Marsh, Ngaio"
"Death in a White Tie","Marsh, Ngaio"
"Spinsters in Jeopardy","Marsh, Ngaio"
"Artists in crime","Marsh, Ngaio"
"Night at the Vulcan","Marsh, Ngaio"
"Enter a Murderer","Marsh, Ngaio"
"Clutch of Constables","Marsh, Ngaio"
"When in Rome","Marsh, Ngaio"
"Vintage Murder","Marsh, Ngaio"
"Nursing Home Murder, The","Marsh, Ngaio"
"Photo Finish","Marsh, Ngaio"
"Death In Ecstasy","Marsh, Ngaio"
"Collected Short Fiction Complete, The","Marsh, Ngaio"
"Wreath for Rivera, A","Marsh, Ngaio"
"Time Travelers Never Die","McDevitt, Jack"
"Omega","McDevitt, Jack"
"Eternity Road","McDevitt, Jack"
"Moonfall","McDevitt, Jack"
"Deepsix","McDevitt, Jack"
"Ancient Shores","McDevitt, Jack"
"Odyssey","McDevitt, Jack"
"Chindi","McDevitt, Jack"
"Cauldron","McDevitt, Jack"
"Engines Of God","McDevitt, Jack"
"Warlord of the Air, The","Moorcock, Michael"
"Hawkmoon: The History of the Runestaff","Moorcock, Michael"
"Chronicles of Corum","Moorcock, Michael"
"Steel Tsar, The","Moorcock, Michael"
"Elric: The Sleeping Sorceress","Moorcock, Michael"
"Swords Trilogy","Moorcock, Michael"
"Duke Elric","Moorcock, Michael"
"Elric in the Dream Realms","Moorcock, Michael"
"Elric: The Stealer of Souls","Moorcock, Michael"
"Elric: Swords and Roses","Moorcock, Michael"
"Elric: To Rescue Tanelorn","Moorcock, Michael"
"Chronicles of Castle Brass, The","Moorcock, Michael"
"Land Leviathan","Moorcock, Michael"
"First Rumpole Omnibus, The","Mortimer, John"
"Third Rumpole Omnibus, The","Mortimer, John"
"Second Rumpole Omnibus, The","Mortimer, John"
"Homage to Catalonia","Orwell, George"
"Complete Novels of George Orwell, The","Orwell, George"
"Fifty Orwell Essays","Orwell, George"
"Down and Out in Paris and London","Orwell, George"
"Philo Vance Omnibus Vol 1","Dine, S.S. van"
"Charlie Chan Omnibus","Biggers, Earl Derr"
"Abraham Merritt Omnibus","Merritt, Abraham"
"Raffles Omnibus","Hornung, E.W."
"Complete Works of Rudyard Kipling","Kipling, Rudyard"
"Edgar Allan Poe Omnibus","Poe, Edgar Allan"
"Complete Works of Joseph Conrad","Conrad, Joseph"
"Terro-Human Future History Omnibus","Piper, H. Beam"
"Father Brown Omnibus","Chesterton, G.K."
"Philo Vance Omnibus Vol 2","Dine, S.S. van"
"S.B.H Hurst Omnibus","Hurst, S.B.H."
"Hermit Of Eyton Forest","Peters, Ellis"
"Brother Cadfael's Penance","Peters, Ellis"
"Virgin In The Ice","Peters, Ellis"
"Potter's Field","Peters, Ellis"
"Summer of The Danes, The","Peters, Ellis"
"Excellent Mystery, An","Peters, Ellis"
"Holy Thief","Peters, Ellis"
"Sanctuary Sparrow","Peters, Ellis"
"Devil's Novice, The","Peters, Ellis"
"Confession of Brother Haluin, The","Peters, Ellis"
"St. Peter's Fair","Peters, Ellis"
"Leper of Saint Giles, The","Peters, Ellis"
"Monk's Hood","Peters, Ellis"
"Raven In The Foregate, The","Peters, Ellis"
"Pilgrim Of Hate","Peters, Ellis"
"One Corpse Too Many","Peters, Ellis"
"Heretic's Apprentice, The","Peters, Ellis"
"Morbid Taste for Bones","Peters, Ellis"
"Rare Benedictine: The Advent of Brother Cadfael, A","Peters, Ellis"
"Rose Rent, The","Peters, Ellis"
"Dead Man's Ransom","Peters, Ellis"
"Riverworld and other stories","Farmer, Philip Jose"
"Green Odyssey, The","Farmer, Philip Jose"
"Magic Labyrinth, The","Farmer, Philip Jose"
"Flight To Opar","Farmer, Philip Jose"
"Dark Heart of Time, The","Farmer, Philip Jose"
"Image of the Beast","Farmer, Philip Jose"
"Fabulous Riverboat, The","Farmer, Philip Jose"
"Dayworld","Farmer, Philip Jose"
"Tales of Riverworld","Farmer, Philip Jose"
"More Than Fire","Farmer, Philip Jose"
"Dark is the Sun","Farmer, Philip Jose"
"Hadon of Ancient Opar","Farmer, Philip Jose"
"Gods of Riverworld","Farmer, Philip Jose"
"Lavalite World, The","Farmer, Philip Jose"
"Adventure of the Peerless Peer, The","Farmer, Philip Jose"
"To Your Scattered Bodies Go","Farmer, Philip Jose"
"Night of Light","Farmer, Philip Jose"
"Red Orc's Rage","Farmer, Philip Jose"
"Private Cosmos, A","Farmer, Philip Jose"
"Behind The Walls Of Terra","Farmer, Philip Jose"
"Flesh","Farmer, Philip Jose"
"Feast Unknown, A","Farmer, Philip Jose"
"Dark Design, The","Farmer, Philip Jose"
"Tongues of the Moon","Farmer, Philip Jose"
"Barnstormer in Oz, A","Farmer, Philip Jose"
"Book of Philip Jose Farmer, The","Farmer, Philip Jose"
"Wind Whales Of Ishmael, The","Farmer, Philip Jose"
"Time's Last Gift","Farmer, Philip Jose"
"Maker of Universes, The","Farmer, Philip Jose"
"Gates of Creation, The","Farmer, Philip Jose"
"Man in the High Castle, The","Dick, Philip K."
"Radio Free Albemuth","Dick, Philip K."
"Time Out of Joint","Dick, Philip K."
"Zap Gun, The","Dick, Philip K."
"Minority Report and Other Classic Stories, The","Dick, Philip K."
"Gun, The","Dick, Philip K."
"Skull, The","Dick, Philip K."
"Beyond The Door and Other Stories","Dick, Philip K."
"Confessions of a crap artist","Dick, Philip K."
"Book of Philip K Dick, The","Dick, Philip K."
"Five great novels. The three stigmata of Palmer Eldritch. Martian time-slip. Do Androids dream of electric sheep?. Ubik. A scanner darkly","Dick, Philip K."
"Martian Time-Slip","Dick, Philip K."
"Maze of Death, A","Dick, Philip K."
"World of Chance","Dick, Philip K."
"In Milton Lumky Territory","Dick, Philip K."
"Now Wait for Last Year","Dick, Philip K."
"Dr. Bloodmoney, or How We Got Along after the Bomb","Dick, Philip K."
"Flow my tears, the policeman said","Dick, Philip K."
"Simulacra, The","Dick, Philip K."
"Vulcan's Hammer","Dick, Philip K."
"Lies, Inc.","Dick, Philip K."
"Our Friends from Frolix 8","Dick, Philip K."
"Valis","Dick, Philip K."
"Complete Stories 3 - Second Variety and Other Stories","Dick, Philip K."
"Clans of the Alphane Moon","Dick, Philip K."
"Unteleported Man, The","Dick, Philip K."
"We Can Build You","Dick, Philip K."
"Galactic Pot-Healer","Dick, Philip K."
"Dr. Futurity","Dick, Philip K."
"Transmigration of Timothy Archer, The","Dick, Philip K."
"Mary And The Giant","Dick, Philip K."
"Selected Stories of Philip K. Dick","Dick, Philip K."
"Eyes Have It, The","Dick, Philip K."
"Do Androids Dream of Electric Sheep","Dick, Philip K."
"Philip K Dick Reader, The","Dick, Philip K."
"Game-Players of Titan, The","Dick, Philip K."
"Penultimate Truth, The","Dick, Philip K."
"Ubik","Dick, Philip K."
"Man Who Japed, The","Dick, Philip K."
"Deus Irae","Dick, Philip K. & Zelazny, Roger"
"Crystal Crypt, The","Dick, Philip K."
"Cantata-141","Dick, Philip K."
"Paycheck","Dick, Philip K."
"Crack in Space, The","Dick, Philip K."
"Scanner Darkly, A","Dick, Philip K."
"Solar Lottery","Dick, Philip K."
"Defenders and Three Others, The","Dick, Philip K."
"Counter-Clock World","Dick, Philip K."
"Beyond Lie the Wub","Dick, Philip K."
"Eye of the Sibyl and Other Classic Strories, The","Dick, Philip K."
"Three Stigmata of Palmer Eldritch, The","Dick, Philip K."
"Divine Invasion, The","Dick, Philip K."
"Eye in the Sky","Dick, Philip K."
"World Jones Made, The","Dick, Philip K."
"Shifting Realities of PK Dick, The","Dick, Philip K."
"Heechee rendezvous","Pohl, Frederik"
"Beyond the Blue Event Horizon","Pohl, Frederik"
"Gateway","Pohl, Frederik"
"Annals Of The Heechee, The","Pohl, Frederik"
"Boy Who Would Live Forever, The","Pohl, Frederik"
"Soul Music","Pratchett, Terry"
"Nanny Ogg's Cookbook","Pratchett, Terry"
"Moving Pictures","Pratchett, Terry"
"Raising Steam","Pratchett, Terry"
"Light Fantastic, The","Pratchett, Terry"
"Where's My Cow","Pratchett, Terry"
"Eric","Pratchett, Terry"
"Science of Discworld II, The","Pratchett, Terry"
"Lords and Ladies","Pratchett, Terry"
"Amazing Maurice and His Educated Rodents, The","Pratchett, Terry"
"Last Hero, The","Pratchett, Terry"
"Hogfather","Pratchett, Terry"
"Truth, The","Pratchett, Terry"
"Equal Rites","Pratchett, Terry"
"Darwin's Watch","Pratchett, Terry & Cohen, Jack & Stewart, Ian"
"Thud!","Pratchett, Terry"
"Witches abroad","Pratchett, Terry"
"Sourcery","Pratchett, Terry"
"Jingo","Pratchett, Terry"
"Unseen Academicals","Pratchett, Terry"
"I Shall Wear Midnight","Pratchett, Terry"
"Science of Discworld IV, The","Pratchett, Terry & Stewart, Ian & Cohen, Jack"
"Snuff","Pratchett, Terry"
"Annotated Pratchett File, v9.0, The","Pratchett, Terry"
"Colour Of Magic, The","Pratchett, Terry"
"Wyrd Sisters","Pratchett, Terry"
"Night Watch","Pratchett, Terry"
"Thief of Time","Pratchett, Terry"
"Guards! Guards!","Pratchett, Terry"
"Small Gods","Pratchett, Terry"
"Interesting Times","Pratchett, Terry"
"Wintersmith","Pratchett, Terry"
"Folklore of Discworld, The","Pratchett, Terry & Simpson, Jacqueline"
"Reaper Man","Pratchett, Terry"
"Wee Free Men, The","Pratchett, Terry"
"Last Continent, The","Pratchett, Terry"
"World of Poo, The","Pratchett, Terry"
"Pyramids","Pratchett, Terry"
"Hat Full of Sky, A","Pratchett, Terry"
"Mort","Pratchett, Terry"
"Carpe Jugulum","Pratchett, Terry"
"Monstrous Regiment","Pratchett, Terry"
"Maskerade","Pratchett, Terry"
"Feet of Clay","Pratchett, Terry"
"L-Space Web: The Discworld Timeline, The","Pratchett, Terry"
"Wit And Wisdom Of Discworld","Pratchett, Terry"
"Fifth Elephant, The","Pratchett, Terry"
"Men at Arms","Pratchett, Terry"
"Making Money","Pratchett, Terry"
"science of Discworld, The","Pratchett, Terry"
"Going Postal","Pratchett, Terry"
"Guermantes Way, The","Proust, Marcel"
"Way by Swann's, The","Proust, Marcel"
"Sodom and Gomorrah","Proust, Marcel"
"Finding Time Again","Proust, Marcel"
"Prisoner and the Fugitive, The","Proust, Marcel"
"In the Shadow of Young Girls in Flower","Proust, Marcel"
"Five Greatest Warriors","Reilly, Matthew"
"Six Sacred Stones","Reilly, Matthew"
"Hell Island","Reilly, Matthew"
"Scarecrow and the Army of Thieves","Reilly, Matthew"
